session_id,pages_viewed,time_on_site_min,items_added,cart_total_gbp,used_discount_code,is_returning,device_mobile,hour_of_day,prev_orders,completed
903695,7,6.7,2,52.75,0,1,0,19,2,1
903696,4,2.0,0,0.0,0,1,0,3,2,0
903697,10,8.8,0,0.0,0,1,1,14,6,0
903698,11,5.3,1,57.65,1,1,1,15,2,1
903699,4,7.9,0,0.0,0,1,1,12,1,0
903700,4,5.0,0,0.0,1,1,1,16,1,1
903701,8,4.1,1,17.82,1,1,1,21,1,1
903702,7,1.9,3,104.93,0,0,0,20,0,1
903703,8,3.2,0,0.0,0,0,1,0,0,0
903704,8,7.8,1,23.54,0,0,0,10,0,0
903705,4,7.6,2,64.83,0,1,1,18,3,1
903706,4,4.5,2,124.41,0,1,0,9,5,1
903707,10,0.3,2,86.76,1,0,1,21,0,1
903708,6,11.9,0,0.0,0,1,0,11,3,0
903709,6,9.2,2,76.83,1,1,0,0,1,1
903710,9,4.0,1,28.78,0,0,1,3,0,0
903711,5,1.9,2,84.83,0,0,1,21,0,0
903712,6,0.9,0,0.0,0,1,1,5,3,0
903713,7,1.6,3,132.66,0,1,1,0,2,1
903714,8,1.3,2,31.21,0,0,1,14,0,0
903715,4,4.5,2,61.02,0,1,0,5,2,0
903716,6,1.0,0,0.0,0,1,1,7,2,1
903717,7,0.5,1,55.76,1,1,1,21,3,0
903718,6,21.0,2,13.94,0,1,1,7,1,1
903719,5,4.9,3,59.21,0,0,1,2,0,0
903720,8,4.2,1,34.2,0,0,0,16,0,0
903721,5,6.4,2,85.44,1,0,1,2,0,0
903722,10,3.5,3,80.27,0,0,0,14,0,1
903723,10,0.8,1,33.78,0,0,0,18,0,0
903724,4,2.9,2,69.09,0,1,1,23,0,1
903725,6,3.2,0,0.0,0,1,0,23,2,0
903726,10,0.8,2,67.92,0,1,1,23,1,0
903727,3,0.3,3,104.36,0,1,0,23,3,0
903728,4,0.1,2,108.49,0,1,0,17,2,0
903729,3,3.3,2,64.46,1,0,1,0,0,1
903730,4,3.8,2,99.91,0,1,1,16,1,1
903731,7,2.1,1,34.23,0,0,1,17,0,0
903732,5,7.1,1,26.35,0,1,1,17,2,0
903733,4,4.5,6,189.76,0,1,1,0,4,1
903734,7,2.7,1,14.18,0,1,1,23,2,0
903735,7,0.2,2,43.53,0,1,0,16,1,1
903736,4,1.8,2,52.13,0,1,1,4,0,1
903737,3,2.4,2,72.94,0,0,1,21,0,0
903738,6,14.1,2,109.24,0,0,0,14,0,0
903739,5,2.8,1,30.63,0,0,1,5,0,0
903740,6,0.2,2,44.87,0,0,0,9,0,0
903741,6,0.1,3,135.17,1,1,1,9,1,1
903742,6,11.1,2,74.4,0,1,0,1,2,1
903743,9,0.6,4,195.66,0,1,1,4,3,1
903744,3,9.8,1,46.66,0,0,1,20,0,1
903745,7,1.4,3,125.27,0,1,0,4,4,1
903746,4,1.4,4,157.05,1,0,0,3,0,1
903747,2,5.4,2,93.38,0,0,1,21,0,0
903748,5,4.9,0,0.0,0,1,1,0,0,1
903749,7,1.8,1,46.36,0,1,1,3,1,1
903750,5,11.6,2,92.22,0,0,0,15,0,1
903751,13,6.6,5,170.83,0,0,1,13,0,0
903752,6,0.9,2,50.57,0,0,1,9,0,0
903753,7,5.6,2,70.66,0,0,1,1,0,0
903754,9,3.9,0,0.0,0,0,1,15,0,0
903755,7,0.4,1,23.88,0,1,0,11,3,1
903756,9,2.1,1,54.17,1,0,1,19,0,1
903757,5,11.4,0,0.0,0,1,1,19,2,0
903758,3,3.7,1,22.39,0,1,0,23,2,0
903759,7,6.1,2,102.13,0,1,0,2,3,1
903760,8,0.6,2,72.75,0,1,1,8,6,0
903761,3,5.0,2,93.88,0,0,1,7,0,0
903762,4,11.7,1,30.57,0,0,1,16,0,0
903763,11,8.7,4,168.55,1,0,1,2,0,1
903764,9,0.4,1,42.67,1,0,0,22,0,1
903765,4,6.7,1,36.25,0,1,1,13,1,0
903766,5,4.7,3,82.39,0,0,1,4,0,0
903767,6,2.4,1,39.81,0,1,1,23,1,1
903768,3,14.3,1,42.2,0,0,1,18,0,0
903769,2,3.0,0,0.0,0,1,0,6,0,0
903770,6,0.1,1,64.06,0,1,1,11,0,1
903771,1,4.4,2,109.1,0,1,0,2,1,1
903772,5,5.0,0,0.0,1,0,1,11,0,1
903773,6,4.9,1,45.24,0,1,1,4,5,1
903774,12,2.9,1,34.79,0,1,0,4,1,1
903775,8,13.5,2,54.83,0,0,1,1,0,0
903776,2,11.5,3,139.22,0,1,1,9,1,1
903777,6,1.3,1,25.21,0,1,0,5,2,1
903778,7,3.0,0,0.0,0,0,1,1,0,1
903779,2,5.3,0,0.0,0,1,1,10,2,1
903780,1,4.0,2,49.88,0,0,0,18,0,0
903781,10,4.4,3,110.28,0,0,1,3,0,0
903782,19,6.0,3,142.54,0,1,0,0,0,1
903783,11,4.4,2,76.28,1,0,1,0,0,1
903784,4,1.1,0,0.0,0,1,0,10,5,0
903785,7,1.5,2,26.92,0,1,1,12,1,1
903786,8,3.1,1,32.6,0,1,0,1,1,1
903787,6,18.3,0,0.0,0,0,1,6,0,0
903788,9,6.1,1,35.69,0,1,1,2,2,0
903789,7,2.1,1,34.94,0,0,1,19,0,0
903790,6,5.7,1,34.3,0,1,0,16,4,0
903791,6,10.7,2,69.26,0,1,0,12,1,1
903792,9,1.6,1,41.03,0,0,0,10,0,0
903793,4,9.9,0,0.0,1,0,1,11,0,0
903794,12,2.7,1,39.06,0,0,1,21,0,0
903795,11,0.2,2,93.26,0,0,1,21,0,0
903796,8,3.2,0,0.0,1,0,0,13,0,0
903797,6,4.8,2,45.94,0,1,1,7,0,1
903798,3,0.1,2,80.57,0,1,1,8,2,1
903799,9,9.2,2,70.14,0,0,0,12,0,0
903800,8,5.3,1,24.66,0,0,1,16,0,0
903801,8,3.6,2,80.46,0,0,1,11,0,0
903802,5,1.8,2,87.64,0,0,0,17,0,0
903803,2,5.4,1,25.91,0,1,1,1,2,0
903804,9,2.6,0,0.0,0,0,1,8,0,0
903805,4,5.4,1,15.37,0,1,1,8,3,0
903806,7,1.0,2,67.61,0,0,0,11,0,0
903807,7,9.9,0,0.0,0,0,1,16,0,0
903808,4,5.4,1,22.28,0,1,1,13,2,1
903809,4,1.2,2,57.48,0,1,1,23,0,1
903810,10,2.0,1,34.38,0,1,0,8,2,1
903811,3,2.8,2,92.06,0,1,1,14,4,1
903812,6,4.9,1,30.39,0,1,1,16,2,0
903813,10,4.3,1,24.16,0,1,1,0,1,1
903814,7,1.7,1,52.78,0,0,1,1,0,0
903815,10,0.5,2,86.64,0,1,1,11,3,1
903816,3,0.8,2,38.81,0,1,1,20,2,1
903817,8,7.1,3,130.68,0,1,1,4,1,1
903818,9,2.8,2,57.4,0,1,0,14,5,0
903819,7,0.6,0,0.0,0,0,0,10,0,0
903820,4,6.6,2,60.02,1,0,1,10,0,1
903821,11,0.8,0,0.0,1,1,1,22,1,0
903822,3,8.3,0,0.0,0,0,1,18,0,1
903823,5,2.7,1,24.45,0,0,1,21,0,0
903824,8,9.1,1,27.01,0,1,1,3,2,0
903825,9,4.8,3,22.36,0,1,0,8,6,1
903826,5,8.6,0,0.0,0,1,0,22,1,0
903827,5,9.9,0,0.0,0,1,1,21,1,0
903828,9,2.4,1,33.48,1,0,1,9,0,0
903829,7,1.1,1,6.04,0,1,1,1,2,0
903830,5,8.4,1,21.84,0,1,0,1,3,1
903831,5,2.0,1,41.58,1,0,0,21,0,0
903832,3,1.7,3,130.14,0,1,0,17,1,0
903833,7,1.8,1,25.46,0,1,1,16,1,1
903834,4,1.7,1,41.55,0,0,0,23,0,0
903835,2,0.3,2,26.16,0,1,1,22,0,0
903836,3,3.8,1,46.71,0,1,0,17,2,0
903837,4,2.6,1,49.13,0,0,1,8,0,0
903838,4,2.3,1,32.46,0,1,1,16,3,0
903839,9,10.0,2,59.41,0,1,1,13,1,1
903840,4,13.5,0,0.0,0,0,1,10,0,0
903841,5,10.5,2,68.54,1,1,1,20,1,1
903842,6,2.7,1,42.91,1,0,0,16,0,1
903843,5,0.3,1,39.35,0,0,1,14,0,0
903844,4,3.8,2,73.59,1,1,1,3,2,0
903845,12,4.5,0,0.0,0,1,1,5,5,0
903846,8,0.5,4,146.22,0,0,1,17,0,1
903847,6,1.1,2,49.29,0,0,1,16,0,0
903848,5,6.9,4,208.14,0,0,1,23,0,0
903849,7,1.3,1,42.22,0,1,0,4,6,1
903850,3,1.8,3,114.58,0,0,1,0,0,1
903851,10,0.6,2,70.96,0,1,1,5,3,1
903852,6,0.9,4,94.42,0,1,0,17,3,1
903853,4,11.4,3,75.59,0,0,1,3,0,1
903854,7,2.5,0,0.0,0,0,1,17,0,0
903855,6,3.0,1,24.26,0,1,1,2,1,0
903856,8,11.6,1,35.2,0,0,1,23,0,0
903857,8,1.4,1,36.19,0,0,1,8,0,0
903858,6,3.4,1,35.02,0,0,1,11,0,0
903859,1,3.9,1,37.14,0,0,1,17,0,0
903860,11,8.6,1,57.42,0,0,0,2,0,0
903861,5,3.9,0,0.0,0,0,1,17,0,0
903862,11,3.6,2,81.9,1,0,1,14,0,1
903863,6,10.4,5,156.7,0,1,1,13,3,1
903864,6,0.6,2,65.31,0,1,0,13,1,1
903865,14,5.0,0,0.0,0,0,0,21,0,0
903866,9,0.5,0,0.0,0,1,0,10,0,0
903867,7,2.9,1,50.46,0,0,1,6,0,0
903868,9,0.8,1,5.0,0,1,1,16,0,0
903869,1,0.4,1,14.86,1,0,0,6,0,1
903870,11,0.5,2,119.82,0,0,1,2,0,1
903871,10,4.5,3,85.82,0,1,1,18,2,1
903872,3,2.9,1,30.39,0,0,0,23,0,0
903873,3,2.9,0,0.0,0,1,1,17,3,0
903874,11,3.6,2,38.66,1,1,0,19,0,1
903875,6,0.3,1,25.72,0,1,1,7,2,1
903876,9,19.7,0,0.0,1,1,1,0,3,1
903877,8,0.1,3,86.94,0,0,0,21,0,1
903878,6,4.7,3,69.74,0,1,1,5,4,1
903879,4,0.1,1,46.0,0,1,1,19,2,1
903880,8,0.6,1,33.89,0,0,0,14,0,1
903881,9,6.2,1,36.77,0,1,0,6,0,1
903882,4,0.2,0,0.0,0,0,1,3,0,0
903883,6,2.6,2,57.44,0,0,1,10,0,0
903884,4,6.2,1,26.52,0,1,1,13,0,1
903885,4,3.2,1,17.22,0,0,1,6,0,0
903886,4,0.5,0,0.0,1,0,1,10,0,1
903887,8,3.6,0,0.0,0,1,1,5,4,0
903888,8,10.9,3,149.14,0,0,1,20,0,1
903889,4,0.1,0,0.0,0,1,1,21,1,0
903890,9,0.6,1,53.96,0,1,0,11,0,1
903891,5,3.1,2,60.81,0,0,0,14,0,1
903892,3,3.5,1,23.33,0,1,0,5,2,1
903893,3,2.7,1,57.32,0,0,1,3,0,0
903894,5,0.2,0,0.0,0,1,1,12,2,0
903895,5,0.7,2,25.32,1,0,1,2,0,0
903896,4,1.9,1,40.5,0,1,1,22,2,1
903897,11,2.7,1,43.48,0,1,1,9,1,1
903898,5,13.1,0,0.0,0,0,0,17,0,0
903899,2,4.9,1,19.58,1,1,1,8,1,0
903900,5,4.2,2,65.54,0,0,1,22,0,0
903901,4,1.0,0,0.0,0,0,1,22,0,0
903902,6,3.1,1,26.57,0,1,1,2,4,1
903903,4,3.0,3,130.93,0,1,1,19,1,1
903904,7,4.0,4,62.86,0,1,1,6,1,1
903905,6,1.3,2,74.23,0,1,1,23,4,0
903906,3,4.9,1,58.28,1,1,1,6,1,1
903907,14,3.3,2,84.36,0,0,0,22,0,1
903908,11,3.9,1,52.35,0,1,1,8,1,0
903909,12,2.5,1,33.37,0,1,1,18,0,1
903910,7,0.5,2,74.99,0,0,1,12,0,0
903911,11,4.0,1,29.81,0,0,1,14,0,0
903912,8,0.6,3,90.63,0,0,1,7,0,1
903913,10,2.2,2,82.18,1,0,0,9,0,1
903914,3,1.1,1,23.75,0,1,1,22,2,0
903915,8,3.5,0,0.0,1,0,1,19,0,0
903916,5,4.1,2,81.71,0,1,1,15,2,1
903917,7,4.4,3,61.26,0,0,1,4,0,1
903918,5,3.2,0,0.0,0,1,0,16,2,0
903919,6,1.1,2,120.57,1,1,1,19,0,1
903920,7,1.0,1,45.67,0,0,1,19,0,0
903921,6,1.5,1,11.74,0,1,1,9,0,0
903922,6,2.4,0,0.0,0,0,0,8,0,0
903923,8,2.9,1,8.42,0,0,1,18,0,0
903924,4,2.8,1,14.39,0,1,1,14,5,1
903925,3,0.8,1,13.92,0,1,0,11,1,1
903926,5,2.5,0,0.0,1,1,0,16,1,1
903927,4,0.3,1,11.66,0,0,0,10,0,0
903928,6,8.7,1,8.03,0,0,1,9,0,0
903929,6,4.7,2,53.23,0,1,1,21,0,1
903930,5,2.0,1,26.19,1,0,1,23,0,0
903931,12,6.3,2,62.54,0,1,1,4,1,0
903932,6,6.4,1,40.56,0,1,1,10,1,0
903933,7,8.0,2,104.92,0,0,0,1,0,0
903934,2,3.8,0,0.0,0,1,1,12,3,0
903935,5,2.6,0,0.0,0,1,0,11,2,1
903936,6,5.4,1,31.3,1,0,1,10,0,0
903937,3,5.4,1,48.78,1,0,1,2,0,0
903938,6,0.1,2,106.07,0,1,1,21,1,0
903939,7,5.5,1,27.72,1,0,1,10,0,1
903940,3,0.9,2,37.36,0,0,0,11,0,0
903941,7,4.9,0,0.0,0,1,0,0,2,1
903942,8,2.2,0,0.0,0,0,1,19,0,0
903943,8,2.6,0,0.0,0,0,1,13,0,0
903944,9,0.4,2,69.74,0,0,1,8,0,1
903945,3,2.6,1,32.18,0,0,1,13,0,1
903946,3,1.7,1,19.62,0,1,0,0,1,0
903947,4,3.3,2,63.62,0,1,0,1,1,1
903948,7,13.9,4,152.68,0,1,0,21,2,1
903949,9,7.6,1,52.94,0,1,1,11,2,0
903950,10,2.7,4,111.5,0,1,0,2,3,1
903951,9,2.6,0,0.0,0,1,0,7,1,0
903952,11,2.4,2,66.39,0,1,1,17,3,0
903953,8,0.9,0,0.0,0,1,1,20,0,0
903954,2,0.2,2,57.62,0,1,0,2,1,1
903955,9,5.1,1,12.35,0,0,1,9,0,0
903956,9,2.3,0,0.0,0,0,1,12,0,0
903957,9,1.7,1,42.71,0,0,1,5,0,0
903958,7,1.0,2,59.43,0,1,0,23,2,1
903959,3,0.3,2,81.34,0,1,1,3,2,1
903960,8,8.3,3,41.4,0,0,1,12,0,0
903961,9,0.3,4,209.61,0,1,0,20,1,1
903962,7,16.6,1,25.43,0,0,1,12,0,0
903963,4,4.7,0,0.0,0,0,1,4,0,0
903964,9,15.8,3,137.3,0,0,1,9,0,1
903965,3,0.1,2,34.55,0,1,1,21,3,0
903966,1,2.0,1,28.91,0,1,1,0,2,0
903967,5,5.0,1,25.97,0,1,0,8,2,1
903968,4,9.4,1,41.21,0,1,1,6,1,1
903969,7,4.4,2,46.74,0,0,0,8,0,0
903970,6,1.6,3,131.34,0,1,1,19,0,0
903971,9,4.0,0,0.0,0,0,1,16,0,0
903972,7,0.2,1,15.98,0,0,1,13,0,0
903973,2,1.0,1,44.81,1,0,0,0,0,1
903974,8,3.8,2,114.22,0,0,1,5,0,0
903975,7,4.6,1,23.82,1,1,1,7,1,0
903976,10,3.6,3,85.67,0,0,1,23,0,1
903977,7,0.9,1,19.15,0,1,0,17,2,0
903978,4,8.0,0,0.0,0,1,0,22,5,1
903979,6,5.7,1,47.83,0,0,1,21,0,0
903980,6,2.4,0,0.0,1,0,1,14,0,0
903981,8,9.1,1,23.67,0,1,0,14,2,1
903982,5,2.9,0,0.0,0,0,1,18,0,0
903983,8,5.5,1,25.59,0,0,1,1,0,0
903984,7,2.2,2,52.4,0,0,1,20,0,0
903985,9,2.9,3,95.72,0,1,1,21,3,1
903986,3,4.1,1,13.89,0,1,0,11,1,1
903987,6,1.0,2,49.27,1,1,0,21,4,1
903988,5,0.6,2,114.26,1,1,1,8,3,1
903989,5,4.5,2,86.75,0,1,0,19,3,1
903990,5,4.4,0,0.0,0,1,1,22,1,1
903991,9,14.9,0,0.0,0,0,1,9,0,0
903992,3,4.4,4,169.36,0,1,1,4,1,0
903993,5,5.6,3,89.75,0,0,1,12,0,1
903994,2,16.3,3,102.0,0,0,1,23,0,1
903995,5,4.7,2,78.49,0,1,1,7,2,1
903996,10,0.6,2,58.36,0,0,1,23,0,1
903997,10,0.3,3,152.15,0,1,1,6,1,1
903998,3,8.9,3,43.87,0,0,1,16,0,1
903999,10,2.3,1,31.16,1,0,1,14,0,0
904000,7,5.6,1,48.27,1,1,1,13,5,1
904001,4,5.7,0,0.0,0,0,1,8,0,0
904002,6,11.4,1,28.97,0,0,1,3,0,0
904003,4,4.3,2,77.48,0,0,1,2,0,0
904004,8,10.5,1,38.63,0,0,1,11,0,0
904005,6,3.0,3,183.26,0,1,0,0,0,1
904006,4,0.3,2,50.81,0,0,0,1,0,0
904007,5,0.1,2,75.0,0,1,1,14,3,1
904008,10,3.7,0,0.0,1,0,1,10,0,0
904009,6,14.0,1,53.29,0,0,0,14,0,0
904010,8,4.7,0,0.0,1,0,0,11,0,0
904011,7,6.0,0,0.0,0,0,1,2,0,0
904012,7,0.2,2,87.71,0,1,1,6,1,0
904013,6,5.3,2,50.85,0,1,1,21,6,1
904014,3,2.9,3,111.74,1,0,1,2,0,1
904015,7,2.2,0,0.0,1,1,1,4,2,0
904016,8,6.1,1,14.21,0,1,1,13,4,0
904017,6,3.7,2,50.46,1,1,0,9,3,1
904018,3,0.4,1,57.94,0,1,1,15,4,1
904019,8,0.9,2,75.29,1,0,0,23,0,1
904020,6,1.3,3,64.01,0,0,1,3,0,0
904021,7,5.0,1,36.72,0,1,1,6,1,0
904022,5,4.4,4,50.09,1,0,1,20,0,1
904023,3,3.3,1,36.99,0,0,0,5,0,0
904024,6,5.2,0,0.0,0,0,1,0,0,0
904025,9,0.1,1,33.94,0,0,1,18,0,1
904026,7,1.2,1,26.05,0,1,0,1,2,0
904027,7,1.3,0,0.0,0,1,1,19,2,0
904028,8,0.6,1,31.02,0,1,0,20,3,0
904029,6,0.4,1,12.29,0,0,1,9,0,0
904030,10,1.1,3,99.1,0,0,1,13,0,1
904031,4,0.2,2,98.09,1,1,1,19,2,1
904032,5,3.3,0,0.0,0,1,1,18,1,0
904033,7,0.1,2,5.3,0,0,1,20,0,0
904034,4,0.6,2,49.95,0,1,1,0,1,1
904035,3,4.4,2,61.01,0,1,1,1,2,0
904036,5,4.1,1,36.99,0,0,1,7,0,0
904037,8,2.5,1,18.65,0,0,1,17,0,0
904038,5,2.7,2,83.32,0,1,0,9,2,1
904039,3,6.8,3,138.41,0,0,1,18,0,0
904040,9,0.3,0,0.0,0,1,1,14,1,0
904041,6,0.6,1,34.43,0,1,1,20,5,0
904042,7,4.9,2,89.55,0,1,1,4,1,1
904043,5,2.0,0,0.0,0,1,0,19,2,0
904044,8,9.8,1,47.66,0,0,1,12,0,0
904045,6,4.1,1,28.74,0,1,1,3,2,1
904046,6,4.3,2,80.88,1,1,1,8,4,1
904047,5,0.3,2,64.36,1,1,1,3,1,1
904048,4,0.9,1,26.01,1,1,1,8,2,1
904049,4,2.0,0,0.0,0,1,1,6,0,0
904050,7,3.6,1,40.83,0,1,1,6,0,0
904051,8,1.4,2,69.82,0,0,1,15,0,1
904052,7,0.1,0,0.0,0,1,0,23,1,0
904053,9,0.7,3,94.8,0,1,0,18,6,1
904054,12,2.3,1,33.9,0,1,0,19,6,1
904055,5,1.0,2,74.73,0,1,1,13,2,1
904056,6,0.2,1,38.86,0,1,1,16,1,0
904057,7,8.8,1,23.91,0,0,1,7,0,0
904058,6,10.4,2,115.3,0,0,0,12,0,1
904059,8,1.6,0,0.0,0,1,1,23,0,0
904060,5,0.6,1,35.02,0,1,1,1,0,0
904061,4,3.4,2,70.55,0,0,0,22,0,1
904062,4,1.5,3,102.27,0,0,1,7,0,1
904063,6,3.0,1,52.54,0,1,1,3,1,0
904064,7,1.7,1,46.5,0,1,1,19,2,0
904065,7,1.3,3,127.85,1,0,1,9,0,0
904066,6,8.4,0,0.0,1,0,1,17,0,0
904067,5,1.7,1,42.1,0,0,1,10,0,0
904068,5,0.3,2,48.4,0,0,1,17,0,0
904069,6,3.2,3,131.65,0,0,1,5,0,0
904070,10,9.4,0,0.0,0,1,1,13,1,1
904071,5,0.7,3,154.95,1,0,1,15,0,0
904072,7,0.4,2,87.89,0,0,0,16,0,0
904073,4,1.6,0,0.0,0,1,1,3,0,0
904074,9,0.2,1,46.57,0,0,0,16,0,0
904075,9,2.6,2,29.67,0,0,1,22,0,0
904076,6,2.1,4,162.99,0,1,0,4,3,1
904077,5,3.1,1,41.85,1,0,1,18,0,0
904078,8,1.3,2,38.0,0,1,1,13,3,1
904079,10,1.9,0,0.0,0,0,1,12,0,1
904080,5,1.8,0,0.0,0,0,0,5,0,0
904081,7,9.0,0,0.0,0,1,1,15,2,0
904082,7,1.7,2,92.17,0,0,0,16,0,0
904083,4,4.2,1,22.61,1,1,1,3,0,1
904084,3,0.6,3,96.83,0,1,0,16,2,0
904085,6,1.4,1,23.88,0,1,1,23,5,1
904086,6,11.6,1,37.71,0,0,1,18,0,1
904087,6,3.5,2,78.02,0,0,1,19,0,0
904088,6,10.5,1,19.54,0,0,1,11,0,0
904089,8,25.6,2,61.81,1,0,1,14,0,0
904090,6,0.1,3,98.22,1,1,1,8,1,1
904091,7,10.2,1,36.4,0,1,1,1,4,0
904092,5,0.5,2,92.76,0,0,1,14,0,0
904093,4,9.3,0,0.0,0,1,0,22,2,1
904094,4,2.1,3,90.32,0,1,1,18,3,0
904095,6,12.9,1,50.73,0,1,1,17,1,1
904096,8,0.4,0,0.0,0,0,1,0,0,1
904097,6,14.4,1,23.45,0,0,0,1,0,1
904098,7,5.5,1,33.63,0,1,0,2,1,1
904099,4,0.2,0,0.0,0,0,1,14,0,0
904100,3,6.9,2,91.29,0,0,0,7,0,0
904101,7,1.4,1,38.83,0,0,1,3,0,0
904102,3,8.0,1,39.91,0,0,0,12,0,0
904103,9,0.9,0,0.0,0,0,0,2,0,1
904104,8,10.5,1,35.54,0,0,1,4,0,0
904105,2,1.6,0,0.0,0,1,0,12,1,0
904106,8,2.0,2,57.93,0,1,1,20,1,0
904107,2,2.6,1,49.84,1,1,1,19,1,1
904108,5,1.1,0,0.0,0,1,1,1,3,0
904109,3,12.2,2,69.64,0,1,1,14,0,1
904110,8,1.7,1,32.08,0,1,1,23,3,0
904111,5,5.5,0,0.0,0,1,0,5,0,0
904112,5,0.1,1,24.63,0,0,0,9,0,0
904113,2,1.8,1,46.37,0,0,1,4,0,0
904114,13,7.1,0,0.0,0,0,1,3,0,0
904115,5,2.5,1,38.54,0,1,0,8,2,1
904116,7,8.3,0,0.0,0,0,0,20,0,0
904117,2,10.0,2,72.44,0,1,1,10,2,1
904118,7,9.3,1,25.96,0,1,0,3,0,1
904119,7,6.5,1,45.51,0,1,0,20,1,1
904120,8,3.7,0,0.0,1,0,1,15,0,0
904121,4,1.5,1,11.69,0,1,1,19,2,0
904122,9,5.7,2,99.94,0,0,1,7,0,0
904123,6,0.7,2,48.35,1,1,0,9,2,1
904124,4,0.3,5,271.8,1,1,1,2,5,1
904125,1,5.8,1,50.3,0,0,0,18,0,1
904126,9,4.4,0,0.0,1,0,1,9,0,0
904127,2,2.0,0,0.0,0,1,1,20,2,1
904128,2,9.1,1,48.19,0,0,0,13,0,0
904129,2,0.5,1,40.03,0,1,0,11,3,1
904130,5,2.1,3,77.14,0,1,1,3,2,0
904131,6,7.9,1,41.29,0,1,0,18,3,1
904132,6,0.1,2,42.91,0,0,0,22,0,1
904133,4,1.7,1,38.22,0,1,1,7,2,1
904134,3,2.4,2,76.9,0,1,1,21,2,1
904135,7,0.1,1,40.73,0,1,0,3,0,1
904136,1,4.8,1,49.53,0,0,1,11,0,0
904137,2,9.0,1,29.06,0,1,1,18,2,1
904138,10,0.9,3,81.97,0,1,1,4,3,1
904139,7,1.0,0,0.0,0,1,1,20,3,0
904140,7,1.5,0,0.0,0,1,1,9,1,1
904141,2,1.8,1,32.48,0,1,1,0,1,1
904142,6,7.5,1,15.72,0,1,1,0,3,1
904143,7,6.3,4,127.35,0,1,1,15,2,1
904144,12,8.2,4,147.64,0,1,1,0,1,1
904145,7,4.3,1,25.67,1,1,1,11,1,1
904146,7,0.1,1,6.79,0,1,1,9,3,0
904147,5,1.6,1,38.74,0,1,1,16,2,0
904148,11,3.1,1,19.3,0,0,1,1,0,0
904149,4,7.2,2,93.23,1,0,0,6,0,0
904150,3,6.1,4,250.58,0,1,1,5,0,1
904151,3,1.1,3,72.82,0,0,1,21,0,1
904152,9,1.4,2,78.44,0,1,0,17,3,1
904153,6,6.3,0,0.0,0,1,1,10,0,0
904154,3,5.9,2,33.16,0,0,0,19,0,0
904155,7,1.1,2,11.84,0,0,1,1,0,0
904156,3,1.3,0,0.0,0,0,1,13,0,0
904157,9,2.5,2,62.72,0,1,1,2,3,0
904158,1,3.1,1,64.26,0,1,0,5,0,0
904159,4,5.4,1,41.87,0,1,0,23,3,0
904160,9,12.0,1,24.39,1,0,1,13,0,0
904161,8,3.7,1,24.27,0,0,1,17,0,0
904162,10,0.4,3,80.35,0,0,1,19,0,0
904163,4,16.3,1,12.45,0,0,0,0,0,0
904164,7,1.8,0,0.0,0,0,1,21,0,0
904165,8,2.9,0,0.0,0,0,1,10,0,0
904166,7,4.2,2,64.57,0,0,1,14,0,0
904167,6,0.6,2,60.21,0,1,0,22,3,1
904168,4,3.6,0,0.0,1,0,1,6,0,0
904169,2,6.2,1,21.48,0,0,1,9,0,0
904170,7,0.3,1,40.14,0,1,0,8,1,1
904171,8,3.7,1,21.31,1,1,0,11,4,1
904172,7,3.3,2,89.94,0,0,1,7,0,0
904173,6,7.0,4,143.07,0,1,1,0,3,1
904174,3,4.8,0,0.0,0,1,1,13,2,0
904175,8,4.6,4,133.54,0,1,0,20,4,1
904176,4,3.7,1,41.53,1,1,0,18,1,0
904177,3,4.2,1,24.76,0,0,1,10,0,0
904178,4,0.9,3,141.4,1,0,0,12,0,1
904179,6,2.5,3,95.77,0,1,1,21,1,1
904180,5,9.8,0,0.0,0,1,1,3,1,0
904181,11,8.1,1,42.92,0,1,1,0,0,0
904182,6,3.7,2,51.64,1,1,1,7,5,1
904183,8,0.5,2,81.86,1,1,1,0,0,1
904184,4,8.5,2,52.14,0,1,0,4,2,1
904185,6,1.7,1,15.92,1,0,1,12,0,0
904186,2,4.9,2,74.64,0,1,0,22,2,1
904187,3,2.9,1,60.97,0,0,0,3,0,0
904188,3,6.9,1,27.14,0,0,0,19,0,1
904189,5,1.3,1,41.14,1,1,1,16,0,0
904190,9,1.8,2,89.65,1,1,1,12,4,1
904191,6,0.6,1,21.08,0,1,1,2,1,1
904192,3,0.9,1,27.58,0,0,1,4,0,0
904193,6,0.5,2,99.99,0,1,1,0,0,1
904194,5,7.3,1,42.86,0,0,1,15,0,0
904195,10,5.9,0,0.0,0,0,1,15,0,0
904196,5,1.8,0,0.0,0,0,1,16,0,0
904197,5,1.6,0,0.0,0,0,1,1,0,1
904198,9,7.0,2,82.5,0,1,1,4,2,0
904199,10,6.2,3,5.0,0,1,1,6,2,1
904200,5,4.1,0,0.0,1,0,1,4,0,0
904201,8,6.8,0,0.0,0,0,1,14,0,0
904202,9,0.5,2,113.21,0,0,0,12,0,0
904203,4,6.7,1,50.29,1,0,1,8,0,0
904204,8,3.6,1,39.81,0,1,1,12,0,0
904205,8,2.6,2,88.69,0,1,1,6,4,1
904206,9,0.1,2,61.45,0,0,1,12,0,0
904207,7,8.2,1,28.37,0,1,0,19,0,0
904208,7,1.4,1,40.25,0,0,0,8,0,0
904209,6,0.8,2,50.24,0,1,0,12,1,1
904210,3,4.0,2,59.74,0,1,1,9,2,1
